SKU;"Product Url";ID;Title;Content;Excerpt;Date;"Post Type";Media_images;Media_titles;Media_captions;Media_descriptions;Media_alts;Attachments_attachments
1316;;922;"Kadar 2415270";"Сезон: Осень/весна

Материал: Замша

Страна: Украина

Цвет: Черный

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/259-kadar-2415270.jpg;259-kadar-2415270;;;;
1317;;923;"Kadar 2415339";"Сезон: Осень/весна

Материал: Замша

Страна: Украина

Цвет: Синий

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/260-kadar-2415339.jpg;260-kadar-2415339;;;;
2301;;924;"Cardio 22-blue";"Сезон: Осень/весна

Материал: Нубук

Страна: Украина

Цвет: Синий

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/261-kardio-22-blue.jpg;261-kardio-22-blue;;;;
2302;;925;"Cardio 22-green";"Сезон: Осень/весна

Материал: Нубук

Страна: Украина

Цвет: Зелёный

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/262-kardio-22-green.jpg;262-kardio-22-green;;;;
2303;;926;"Cardio 22-ocean";"Сезон: Осень/весна

Материал: Нубук

Страна: Украина

Цвет: Синий

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/263-kardio-22-ocean.jpg;263-kardio-22-ocean;;;;
2304;;927;"Cardio 34-ocean";"Сезон: Осень/весна

Материал: Нубук

Страна: Украина

Цвет: Синий

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/264-kardio-34-ocean.jpg;264-kardio-34-ocean;;;;
2305;;928;"Cardio 49-white";"Сезон: Осень/весна

Материал: Кожа

Страна: Украина

Цвет: Белый

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/265-kardio-49-white.jpg;265-kardio-49-white;;;;
811;;929;"Davis 7112-8";"Сезон: Осень/весна

Материал: Кожа

Страна: Турция

Цвет: Черный

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/242-Davis-7112-8.jpg;242-Davis-7112-8;;;;
812;;930;"Davis 151315";"Сезон: Осень/весна

Материал: Кожа

Страна: Турция

Цвет: Черный

&nbsp;";;20160313;product;http://menshoes.in.ua/wp-content/uploads/243-davis-151315.jpg;243-davis-151315;;;;
;;931;"Product #930 Variation";;;20160313;product;;;;;;
